Age,Marital_Status,Education_Level,Dependents_Count,Livestock_Presence,Personal_Vehicle_Presence,Owns_House,Owns_Farm,Farm_Size_Acres,Irrigation_Presence,Farming_Technique,Farming_Tool,Yield_2Years_Ago_Tons,Investment_2Years_Ago,Profit_2Years_Ago,Yield_1Year_Ago_Tons,Investment_1Year_Ago,Profit_1Year_Ago,Market_Trend,Crop_Name,Credit_Score,Credit_Score_Category
42,True,Master,0,False,True,True,True,26.35,True,Hydroponic,Tractor,67.6,5971,3421,105.16,9413,5373,Stable,Corn,815,Best
64,True,Master,1,True,True,True,True,16.92,True,Organic,Tractor,58.36,7028,3974,68.73,8406,5996,Declining,Soybean,889,Best
34,True,Master,1,True,False,True,True,32.92,True,Hydroponic,Tractor,68.29,7237,3059,74.45,8705,2769,Declining,Wheat,890,Best
54,False,Secondary School,3,True,True,False,False,2.08,True,Conventional,Tractor,16.75,2119,1477,26.22,5092,1822,Growing,Corn,630,Poor
41,False,Secondary School,10,True,False,False,False,6.69,True,Conventional,Tractor,26.09,4838,1444,44.55,3982,1225,Declining,Corn,458,Poor
20,False,College,7,True,True,False,True,8.33,False,Organic,Tractor,29.28,2995,1969,38.74,2601,2021,Growing,Soybean,444,Poor
32,False,Secondary School,1,True,True,True,True,1.79,False,Conventional,Tractor,20.45,3239,1251,34.58,2500,2935,Stable,Corn,356,Poor
39,False,Primary School,0,True,False,False,False,5.67,True,Hydroponic,Plow,11.52,4133,1821,22.77,3039,1032,Declining,Wheat,406,Poor
38,True,Secondary School,6,False,False,True,True,2.26,False,Conventional,Combine,49.62,2942,1612,33.31,3168,1720,Growing,Rice,530,Poor
46,True,College,9,False,False,False,True,7.45,False,Organic,Tractor,36.93,3734,1343,36.58,2888,1657,Growing,Corn,336,Poor
51,True,Primary School,8,True,True,True,False,3.32,True,Conventional,Plow,48.47,3567,1543,57.72,2746,2193,Stable,Wheat,492,Poor
25,True,Secondary School,2,True,True,False,True,4.46,True,Conventional,Plow,49.74,3211,1654,30.12,5061,1925,Declining,Corn,469,Poor
33,True,Secondary School,2,True,False,False,False,17.61,False,Hydroponic,Plow,64.52,7323,2160,81.72,4537,1795,Growing,Corn,702,Average
28,True,Secondary School,5,False,False,True,False,3.16,True,Conventional,Hoe,37.98,1567,1628,31.03,5960,1437,Declining,Wheat,452,Poor
51,True,Master,2,True,True,True,True,30.27,True,Conventional,Tractor,85.9,6624,3499,95.96,10788,5973,Growing,Corn,880,Best
49,True,Secondary School,7,True,True,False,False,13.66,False,Conventional,Hoe,32.83,4034,1633,54.18,6970,3282,Growing,Corn,720,Average
65,True,Primary School,3,True,False,True,True,9.28,False,Conventional,Plow,17.63,1338,1212,47.7,3250,2544,Stable,Rice,452,Poor
35,True,Bachelor,1,False,True,True,True,23.6,True,Hydroponic,Tractor,59.89,8893,4941,100.09,7851,5388,Declining,Corn,822,Best
55,True,High School,0,False,False,False,True,4.72,True,Organic,Hoe,28.05,4035,1480,43.43,3233,1633,Declining,Rice,510,Poor
34,False,Primary School,8,True,False,True,False,17.99,True,Conventional,Hoe,72.23,5049,1070,88.44,7998,4712,Stable,Corn,753,Average
61,False,Primary School,0,False,True,True,True,1.02,False,Hydroponic,Combine,25.51,4931,1653,20.17,4103,1164,Growing,Soybean,392,Poor
62,True,Primary School,1,True,True,True,True,8.17,False,Conventional,Tractor,19.32,4553,1822,45.81,2333,2717,Declining,Rice,523,Poor
41,False,Master,0,True,True,True,True,18.71,True,Conventional,Combine,69.25,5249,3863,61.92,10136,3893,Growing,Wheat,815,Best
36,False,Primary School,9,False,True,False,True,15.61,True,Conventional,Hoe,66.98,5676,2022,48.33,7777,2979,Stable,Soybean,670,Average
40,True,High School,9,False,True,False,False,12.29,False,Conventional,Plow,31.72,5725,3887,46.69,7090,4540,Stable,Soybean,753,Average
44,False,Secondary School,4,False,True,False,True,8.86,True,Hydroponic,Plow,27.46,4102,1813,27.08,4672,1950,Declining,Wheat,636,Poor
46,True,Secondary School,3,False,True,True,True,9.87,True,Organic,Plow,35.21,4181,1928,38.69,4599,2500,Growing,Soybean,463,Poor
29,False,High School,9,True,False,True,True,17.23,False,Hydroponic,Hoe,66.92,6757,3188,63.59,5177,2295,Growing,Corn,763,Average
29,True,Bachelor,3,True,True,True,True,43.33,True,Conventional,Tractor,80.0,5367,2877,63.76,8001,3883,Declining,Rice,856,Best
27,True,Primary School,2,True,False,False,False,17.9,False,Hydroponic,Plow,59.85,6816,1695,71.39,6759,4739,Growing,Soybean,751,Average
33,True,High School,2,False,True,True,True,11.78,True,Hydroponic,Tractor,95.47,7636,3780,60.23,8407,5114,Declining,Rice,807,Best
55,True,Primary School,0,True,False,True,False,6.79,True,Hydroponic,Tractor,21.93,3545,1407,22.02,4905,1510,Declining,Rice,352,Poor
45,False,Secondary School,7,False,True,False,True,5.51,False,Organic,Tractor,30.77,3538,1066,28.95,4297,1017,Stable,Soybean,398,Poor
54,True,Secondary School,7,False,True,True,True,9.01,False,Hydroponic,Hoe,23.26,4872,557,48.57,2774,1401,Growing,Rice,415,Poor
64,True,Primary School,4,True,False,False,True,18.42,True,Organic,Combine,51.46,8000,3194,59.81,4961,2014,Declining,Wheat,683,Average
56,False,Primary School,1,True,True,True,False,11.23,False,Hydroponic,Plow,74.63,3800,2292,85.15,6942,2813,Declining,Corn,687,Average
56,True,Primary School,1,False,False,True,True,3.82,True,Conventional,Hoe,18.44,4017,1176,28.02,2542,2243,Declining,Soybean,574,Poor
38,False,Primary School,9,False,True,False,False,4.74,True,Hydroponic,Combine,27.02,4193,1894,32.85,3075,2316,Declining,Soybean,302,Poor
52,True,Bachelor,1,True,True,True,True,28.56,True,Hydroponic,Tractor,63.07,7334,4318,85.76,10221,2959,Declining,Corn,821,Best
30,True,Primary School,9,False,True,True,False,2.39,True,Conventional,Hoe,21.59,2404,782,20.03,4693,2158,Declining,Wheat,448,Poor
51,False,High School,0,False,True,True,False,17.59,True,Conventional,Tractor,46.84,5817,3604,43.2,5145,4048,Growing,Corn,782,Average
62,False,High School,4,False,True,False,False,6.5,False,Hydroponic,Tractor,53.78,7637,2694,65.95,5239,4132,Declining,Soybean,697,Average
28,True,Primary School,6,False,False,True,True,7.49,True,Conventional,Combine,72.55,5388,1040,55.79,8642,4689,Stable,Corn,782,Average
41,False,Primary School,5,True,False,True,True,19.91,True,Conventional,Plow,39.41,6104,1644,53.62,4521,3638,Stable,Corn,659,Average
53,True,High School,3,True,False,True,True,3.86,False,Organic,Tractor,24.78,1720,1552,57.04,4591,1932,Growing,Rice,553,Poor
65,False,High School,3,False,True,False,True,3.44,True,Hydroponic,Hoe,26.48,3225,1442,44.47,4404,1967,Stable,Soybean,536,Poor
40,True,Primary School,4,False,False,False,False,7.81,False,Hydroponic,Hoe,54.76,4805,3274,73.53,5344,3256,Stable,Corn,658,Average
29,False,Primary School,10,False,True,False,False,3.26,False,Hydroponic,Combine,45.55,3841,1458,36.86,3218,2022,Growing,Rice,546,Poor
65,True,High School,6,True,False,False,True,2.6,True,Conventional,Tractor,47.18,4846,1740,33.42,3125,1922,Growing,Corn,552,Poor
41,False,High School,1,False,True,True,True,3.79,True,Hydroponic,Plow,17.44,3994,1067,37.24,2120,2849,Stable,Corn,503,Poor
49,False,Primary School,5,True,False,True,True,14.69,True,Conventional,Tractor,35.13,5496,3889,50.18,5216,4682,Growing,Corn,778,Average
52,False,Primary School,8,True,True,False,False,5.53,True,Hydroponic,Hoe,42.67,3162,1178,29.26,2459,2863,Stable,Rice,325,Poor
61,True,Bachelor,2,False,True,True,True,32.47,True,Organic,Tractor,66.79,7569,2332,89.11,8665,4769,Stable,Corn,814,Best
57,True,Primary School,6,True,False,True,False,16.43,True,Conventional,Combine,41.6,7819,1629,88.37,7500,3175,Declining,Corn,720,Average
45,False,Phd,1,False,True,False,True,8.27,True,Hydroponic,Hoe,18.52,1694,1107,20.73,5002,2935,Declining,Soybean,456,Poor
25,True,College,2,False,False,False,False,12.88,True,Organic,Tractor,61.1,4499,2372,75.95,8623,4117,Declining,Corn,784,Average
49,False,Primary School,5,False,False,False,True,17.32,True,Conventional,Combine,49.3,6362,1056,64.6,4369,4706,Declining,Soybean,709,Average
43,True,Secondary School,10,False,False,False,True,15.77,True,Conventional,Plow,78.41,4592,3898,52.63,5817,4279,Stable,Corn,799,Average
45,True,Primary School,7,False,False,True,False,12.55,False,Hydroponic,Plow,32.45,3873,2991,77.93,8250,2295,Stable,Wheat,690,Average
54,False,Phd,2,True,False,True,False,7.38,True,Conventional,Plow,66.1,7427,3379,65.29,5085,4130,Growing,Soybean,653,Average
40,True,Postgraduate,4,False,False,False,True,15.82,False,Hydroponic,Hoe,71.66,4780,1991,79.18,6941,4766,Declining,Soybean,783,Average
48,True,Primary School,6,False,False,True,False,1.66,True,Conventional,Combine,16.45,1306,1384,36.77,3102,2202,Growing,Soybean,348,Poor
63,False,High School,4,True,False,True,False,9.86,False,Organic,Tractor,41.59,7071,3143,67.81,5235,2987,Declining,Rice,697,Average
60,False,Primary School,2,True,True,True,False,4.66,False,Organic,Plow,29.09,3326,1667,26.95,5600,2337,Declining,Wheat,486,Poor
60,False,Postgraduate,9,False,True,False,True,4.41,False,Hydroponic,Hoe,24.68,1752,1277,48.63,2199,1236,Growing,Rice,569,Poor
53,True,Secondary School,2,False,False,True,True,5.86,True,Hydroponic,Plow,39.21,2118,1503,43.81,3535,1565,Stable,Rice,345,Poor
58,True,Secondary School,8,False,False,True,True,7.62,True,Organic,Hoe,32.06,1810,556,24.43,5627,1437,Declining,Corn,589,Poor
62,True,Master,3,False,True,True,True,36.96,True,Conventional,Tractor,58.5,6393,2497,84.1,9504,3318,Stable,Corn,898,Best
24,True,Bachelor,3,True,True,True,True,41.61,True,Conventional,Tractor,66.3,9486,2282,78.95,6453,5791,Growing,Wheat,831,Best
27,True,Primary School,1,True,False,True,True,19.78,True,Hydroponic,Tractor,62.44,3636,3097,84.31,6146,2677,Stable,Rice,785,Average
34,False,College,0,False,False,False,True,9.07,True,Conventional,Tractor,14.15,2299,1867,21.14,4064,2663,Declining,Soybean,319,Poor
26,True,Primary School,6,False,False,False,False,7.4,False,Hydroponic,Tractor,29.99,2669,990,52.72,3993,1537,Declining,Rice,575,Poor
50,True,High School,5,True,True,False,True,11.82,True,Organic,Hoe,59.67,7355,3079,72.44,4620,4284,Growing,Rice,727,Average
32,True,High School,6,False,False,True,False,3.28,False,Organic,Hoe,12.14,4905,1287,29.77,3936,2047,Growing,Corn,590,Poor
58,False,Bachelor,2,False,True,True,True,37.12,True,Hydroponic,Combine,81.99,8100,3170,104.31,6343,5533,Declining,Wheat,806,Best
53,True,Bachelor,1,True,True,True,True,38.83,True,Conventional,Tractor,53.32,6360,2610,76.65,8847,4056,Declining,Corn,898,Best
34,True,Secondary School,4,True,True,False,True,14.15,False,Hydroponic,Plow,57.8,5052,2020,87.83,7705,1632,Stable,Soybean,680,Average
19,True,Secondary School,0,True,False,True,False,16.66,True,Hydroponic,Hoe,51.59,7670,2859,57.79,6614,1856,Stable,Rice,732,Average
51,False,High School,1,False,True,True,True,21.86,True,Conventional,Tractor,65.45,5401,3627,88.51,10435,4540,Growing,Corn,847,Best
45,True,College,1,True,True,False,False,18.92,False,Conventional,Tractor,69.77,5252,2818,56.35,5123,2241,Stable,Corn,692,Average
47,True,Primary School,0,False,True,False,False,6.99,True,Hydroponic,Hoe,60.3,5549,3658,59.38,6520,3070,Declining,Soybean,654,Average
45,True,Primary School,4,True,False,True,False,7.44,False,Hydroponic,Plow,40.66,2905,1173,44.64,5475,2031,Stable,Corn,547,Poor
52,True,Primary School,8,True,True,False,True,15.52,False,Conventional,Tractor,39.51,5375,1888,87.28,8152,2709,Stable,Corn,690,Average
26,True,High School,0,True,False,False,True,12.13,True,Organic,Hoe,76.62,6700,1976,48.74,5376,4031,Stable,Corn,702,Average
56,False,Primary School,3,True,True,False,False,3.7,False,Conventional,Plow,14.2,1007,1520,26.85,2230,1697,Stable,Soybean,564,Poor
28,True,Master,0,True,True,True,True,47.02,True,Organic,Hoe,57.19,8222,4795,93.43,6090,4509,Stable,Soybean,815,Best
27,True,Primary School,0,True,True,True,True,4.58,True,Hydroponic,Hoe,47.76,1555,578,27.3,3686,2667,Declining,Wheat,609,Poor
65,True,Secondary School,7,True,True,True,True,8.16,False,Organic,Tractor,33.93,4308,1625,56.22,3781,1036,Growing,Soybean,513,Poor
47,False,Primary School,3,False,True,True,True,10.72,False,Hydroponic,Combine,48.34,5094,1579,88.25,6954,1628,Declining,Wheat,738,Average
56,True,College,8,True,True,True,True,9.17,True,Hydroponic,Plow,20.38,3789,1031,55.91,5691,1620,Stable,Rice,371,Poor
50,False,Primary School,9,False,False,False,False,7.04,True,Organic,Hoe,38.08,4500,1120,57.52,3305,1942,Growing,Rice,594,Poor
50,True,Secondary School,10,False,False,False,False,4.45,False,Hydroponic,Hoe,26.78,3045,1614,39.56,4648,1744,Stable,Corn,396,Poor
47,False,High School,2,False,True,True,True,36.81,True,Organic,Combine,84.34,9839,3026,68.53,6403,3713,Growing,Wheat,864,Best
55,False,Primary School,3,True,True,False,False,1.74,True,Organic,Hoe,19.48,1920,515,46.85,3041,1662,Stable,Wheat,551,Poor
53,False,Primary School,7,False,False,True,True,7.85,False,Organic,Plow,38.07,1609,923,38.62,4829,1693,Declining,Corn,448,Poor
22,True,High School,3,False,True,True,True,11.74,False,Conventional,Plow,62.9,3882,2033,86.06,5695,3909,Stable,Rice,684,Average
36,True,High School,3,False,True,True,True,21.1,True,Organic,Combine,62.52,5005,4643,98.71,8543,5390,Stable,Corn,893,Best
40,True,High School,1,True,True,True,True,11.84,True,Hydroponic,Tractor,86.24,8891,4466,92.65,10224,5088,Growing,Corn,860,Best
48,True,Secondary School,10,False,False,False,False,7.18,False,Conventional,Tractor,34.36,1485,524,41.64,5018,2677,Declining,Wheat,599,Poor
20,True,Secondary School,2,False,True,True,False,5.9,True,Organic,Hoe,63.33,6786,3565,67.95,8135,4426,Stable,Rice,794,Average
63,True,Secondary School,4,True,False,False,False,8.6,True,Conventional,Combine,30.09,1063,1507,40.25,5057,1389,Declining,Rice,382,Poor
60,True,Primary School,1,True,True,True,False,5.41,True,Hydroponic,Hoe,31.19,2825,1240,27.98,3728,2022,Declining,Soybean,428,Poor
37,False,Primary School,3,False,False,False,False,7.99,False,Hydroponic,Tractor,36.11,7049,2178,59.92,5913,2059,Declining,Corn,687,Average
52,True,High School,0,False,True,True,False,6.77,True,Hydroponic,Tractor,11.1,4793,1644,24.3,5238,2128,Declining,Corn,455,Poor
56,True,Primary School,3,False,True,True,False,4.47,True,Organic,Tractor,31.37,3623,1502,42.84,2712,1956,Declining,Corn,544,Poor
57,True,Primary School,6,False,True,False,False,10.69,True,Conventional,Tractor,36.96,4383,3898,61.63,8267,4396,Growing,Corn,678,Average
28,False,Primary School,3,False,False,True,True,3.31,False,Hydroponic,Combine,32.47,4001,1919,58.26,5369,2507,Declining,Wheat,629,Poor
54,False,Secondary School,9,True,False,False,False,5.59,False,Organic,Hoe,20.47,3811,904,38.19,2261,2128,Declining,Wheat,344,Poor
38,False,Master,2,True,True,True,True,40.26,True,Conventional,Tractor,82.5,6969,2257,66.63,8667,2709,Declining,Corn,813,Best
37,True,Primary School,6,True,True,True,True,4.2,True,Hydroponic,Combine,30.13,1420,1940,41.75,2380,1427,Declining,Wheat,495,Poor
54,False,Primary School,1,False,True,True,False,8.51,True,Hydroponic,Plow,38.58,2547,1534,49.88,4769,2904,Stable,Soybean,498,Poor
28,True,Secondary School,4,True,False,True,True,9.67,True,Organic,Combine,63.37,6350,2174,51.4,5815,4113,Stable,Corn,726,Average
33,True,High School,8,True,False,True,False,1.79,True,Hydroponic,Hoe,25.18,1529,1512,45.24,2871,1635,Declining,Wheat,535,Poor
56,False,Primary School,1,True,False,True,True,9.25,True,Conventional,Plow,12.1,4119,536,58.59,5706,1875,Growing,Wheat,371,Poor
60,True,Secondary School,7,False,True,False,True,8.93,False,Conventional,Plow,28.55,3608,1363,50.46,3093,1173,Declining,Wheat,440,Poor
62,True,Secondary School,9,True,True,False,True,9.77,False,Organic,Tractor,27.26,4825,1052,48.7,5016,2007,Stable,Corn,533,Poor
51,False,Primary School,5,True,True,True,True,5.66,False,Hydroponic,Combine,28.33,2444,1236,30.86,2064,2145,Stable,Rice,328,Poor
56,False,Primary School,9,False,False,False,False,1.28,True,Hydroponic,Tractor,17.75,1932,957,49.38,3748,2606,Declining,Wheat,387,Poor
23,True,College,1,False,False,False,True,2.32,False,Hydroponic,Tractor,22.0,3812,1779,32.57,2101,2876,Growing,Corn,495,Poor
47,True,Secondary School,2,True,False,False,True,17.97,False,Hydroponic,Tractor,58.06,3986,2089,82.37,5096,2559,Growing,Rice,710,Average
58,True,Primary School,2,True,True,True,True,9.24,False,Conventional,Combine,29.96,1411,533,55.89,2574,2161,Growing,Soybean,432,Poor
40,True,Master,1,True,True,True,True,27.76,True,Hydroponic,Plow,51.43,5607,2378,75.86,6776,3610,Growing,Soybean,873,Best
44,False,Primary School,4,False,False,False,False,11.31,False,Organic,Tractor,48.64,4673,2643,82.31,4532,4351,Declining,Corn,761,Average
45,False,College,7,False,False,True,False,18.3,True,Organic,Plow,48.42,6864,2243,74.84,5922,3142,Growing,Soybean,655,Average
25,True,Bachelor,3,True,True,True,True,31.64,True,Organic,Plow,54.53,8502,2036,83.3,6940,4620,Stable,Corn,875,Best
53,True,Primary School,1,True,True,True,True,1.73,False,Organic,Combine,18.2,3317,1581,45.44,5461,2839,Declining,Wheat,430,Poor
36,True,Bachelor,3,True,True,True,True,13.43,True,Hydroponic,Plow,96.38,7608,3348,71.62,8027,3631,Growing,Corn,889,Best
38,False,Primary School,10,False,True,True,True,9.11,True,Hydroponic,Combine,26.79,2739,1500,25.18,2708,1581,Declining,Rice,606,Poor
30,False,High School,2,True,True,True,True,34.05,True,Conventional,Hoe,87.16,7294,2136,100.03,9053,3207,Declining,Corn,843,Best
52,True,Primary School,0,False,False,False,False,8.02,True,Organic,Combine,36.3,1549,1382,59.8,3490,1442,Growing,Soybean,614,Poor
51,True,Primary School,2,True,False,True,True,2.11,True,Conventional,Plow,42.57,2090,1339,22.95,5305,1868,Stable,Wheat,421,Poor
30,False,Primary School,3,False,False,False,False,2.19,True,Organic,Combine,14.37,3348,920,25.89,2029,2043,Declining,Rice,549,Poor
62,True,Primary School,6,False,False,False,False,8.91,True,Conventional,Tractor,12.2,3348,960,20.66,2021,1531,Growing,Soybean,551,Poor
52,False,Primary School,0,True,True,True,True,3.94,False,Organic,Plow,16.38,1440,1436,45.06,2148,1336,Growing,Soybean,531,Poor
52,True,Postgraduate,7,True,True,False,True,8.3,False,Organic,Plow,16.29,2483,1124,30.97,5225,2902,Declining,Rice,500,Poor
60,False,Master,1,True,False,True,True,15.75,True,Conventional,Plow,99.02,8166,3303,76.65,7298,3463,Declining,Corn,878,Best
23,True,Primary School,1,False,False,True,False,6.38,True,Conventional,Hoe,35.71,2218,928,36.2,2626,2429,Declining,Rice,563,Poor
37,True,High School,3,True,True,False,True,8.37,False,Hydroponic,Plow,43.18,4547,652,28.34,5834,1496,Growing,Corn,360,Poor
54,False,Primary School,7,False,True,False,False,9.79,True,Organic,Combine,45.63,2112,1906,59.85,4426,2992,Stable,Wheat,363,Poor
59,False,Primary School,6,True,False,False,True,7.11,True,Conventional,Hoe,10.26,3004,1595,28.69,5904,2476,Stable,Soybean,330,Poor
61,False,High School,5,True,False,True,True,5.36,True,Organic,Tractor,14.41,3005,1910,38.14,5489,1050,Stable,Rice,534,Poor
25,True,Primary School,3,True,True,True,False,8.56,True,Conventional,Plow,42.1,3060,2695,72.57,8020,1903,Declining,Corn,699,Average
51,True,Primary School,1,True,False,False,False,1.44,True,Organic,Combine,45.42,3964,1772,38.07,5970,2400,Stable,Soybean,404,Poor
63,False,Primary School,5,False,True,False,True,8.01,True,Conventional,Hoe,24.59,3187,1429,33.2,2611,1993,Stable,Corn,616,Poor
34,False,Primary School,2,True,True,False,False,6.03,False,Conventional,Hoe,44.96,3039,1079,23.7,2015,1595,Growing,Soybean,601,Poor
39,True,Primary School,4,True,False,False,True,6.25,False,Conventional,Combine,35.85,1286,655,33.16,5617,2155,Stable,Rice,360,Poor
39,True,High School,9,False,False,True,False,5.7,True,Hydroponic,Hoe,36.24,2987,1228,28.16,4105,2653,Growing,Soybean,428,Poor
27,True,Master,1,True,True,True,True,45.84,True,Conventional,Tractor,61.58,8243,3219,89.95,6428,2741,Growing,Soybean,836,Best
